pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,TDS_mg_L
2.784,20.0,35.81,1.163,4880.94,3416.6579999999994
7.653,8.13,36.86,6.0,1670.6,1169.4199999999998
8.056,5.172,32.12,4.266,1872.7,1310.8899999999999
7.563,4.12,24.25,7.56,1065.97,746.179
11.489,68.904,23.97,0.7,3707.84,2595.488
7.931,5.128,28.26,3.253,1787.14,1250.998
7.226,2.519,27.45,6.754,925.71,647.997
7.992,8.907,31.83,5.123,1819.12,1273.3839999999998
2.806,48.143,35.18,2.948,4543.0,3180.1
8.234,17.083,34.32,5.659,501.77,351.239
7.984,9.85,25.0,5.078,1721.12,1204.7839999999999
7.254,18.689,23.88,1.5,1667.24,1167.068
7.506,12.992,25.59,3.612,500.0,350.0
7.545,4.871,22.73,7.601,1016.88,711.8159999999999
2.902,23.651,34.01,1.585,3000.0,2100.0
7.105,3.643,29.12,5.536,499.36,349.55199999999996
7.0,5.784,31.53,4.792,2401.91,1681.3369999999998
3.074,32.654,20.67,1.286,7407.1,5184.97
3.027,28.283,26.54,1.187,5592.14,3914.498
2.743,35.169,27.06,0.705,3513.0,2459.1
9.033,38.077,28.69,1.982,1564.04,1094.828
7.326,17.762,27.09,3.885,500.0,350.0
7.488,10.506,41.98,5.093,2484.56,1739.1919999999998
6.0,20.985,26.01,3.136,500.0,350.0
7.538,26.699,35.17,3.015,500.0,350.0
7.37,6.368,39.18,4.247,1745.03,1221.521
7.425,10.37,32.88,2.271,2188.2,1531.7399999999998
8.588,33.838,29.63,3.888,1806.7,1264.69
12.354,75.368,28.82,1.939,5894.12,4125.884
13.851,40.08,20.11,0.946,5493.02,3845.114
7.0,8.832,42.21,4.107,1731.44,1212.008
7.576,3.0,30.88,3.673,2502.21,1751.547
11.669,71.454,30.84,2.38,4987.46,3491.2219999999998
7.254,7.285,28.56,6.534,813.77,569.6389999999999
7.373,6.499,23.16,6.972,844.25,590.9749999999999
7.0,4.474,31.62,3.371,2090.84,1463.588
7.716,5.992,31.04,5.123,1355.43,948.8009999999999
6.5,2.949,24.93,7.107,763.34,534.338
7.064,3.373,29.98,5.242,776.1,543.27
12.045,20.0,24.87,2.049,3285.59,2299.913
3.668,38.859,33.82,1.525,3442.19,2409.533
12.397,47.29,29.43,0.189,3390.36,2373.252
7.559,2.748,19.02,6.291,800.61,560.427
7.394,2.141,21.73,5.668,1132.55,792.785
12.918,31.402,24.65,0.0,5830.44,4081.3079999999995
7.075,2.821,25.26,6.03,852.29,596.603
8.737,7.266,35.03,5.545,3355.88,2349.116
8.562,5.768,31.7,3.359,1449.25,1014.4749999999999
6.801,4.641,24.64,6.665,1146.1,802.2699999999999
7.649,4.849,23.66,8.011,619.05,433.3349999999999
6.726,2.666,26.75,5.0,676.03,473.22099999999995
7.354,11.461,36.92,3.069,2323.89,1626.7229999999997
12.62,49.598,30.15,2.518,3804.83,2663.381
6.82,7.02,29.63,6.309,200.0,140.0
12.163,41.759,39.18,2.707,4115.86,2881.1019999999994
7.531,0.5,23.39,7.117,1279.11,895.3769999999998
8.527,9.826,31.95,4.466,1412.46,988.722
8.591,6.865,25.04,5.285,1795.52,1256.8639999999998
3.645,20.0,31.91,0.881,5362.11,3753.4769999999994
8.339,7.395,33.7,2.864,2162.04,1513.4279999999999
8.414,12.174,22.14,3.99,500.0,350.0
6.796,6.589,27.34,7.047,1426.64,998.648
7.811,3.449,23.18,5.902,1127.38,789.166
8.201,9.227,29.74,1.708,748.54,523.978
9.442,31.767,32.58,1.929,1468.74,1028.118
7.213,1.996,24.94,8.033,864.97,605.4789999999999
7.947,11.222,34.85,2.615,1970.99,1379.693
6.052,6.0,33.31,3.894,1423.1,996.1699999999998
7.075,2.328,20.76,7.046,998.36,698.852
8.23,13.134,29.13,4.974,2915.4,2040.78
9.5,6.0,33.34,4.815,1281.63,897.141
8.482,17.749,35.26,3.657,1918.0,1342.6
8.268,7.499,19.45,1.707,1522.51,1065.7569999999998
7.659,11.948,23.86,3.843,1905.17,1333.619
7.461,2.558,24.77,6.093,1104.41,773.087
10.506,60.556,21.76,1.971,4312.4,3018.6799999999994
6.872,2.043,27.58,7.374,801.17,560.819
7.871,13.553,27.13,4.298,2191.43,1534.0009999999997
3.829,63.779,29.51,1.102,5279.1,3695.37
6.538,15.988,29.84,2.478,809.3,566.5099999999999
7.133,17.933,29.73,4.816,1886.85,1320.7949999999998
7.271,5.894,29.82,6.89,439.33,307.53099999999995
7.39,1.701,23.77,5.243,1396.62,977.6339999999999
7.867,4.407,33.56,4.652,1771.79,1240.253
8.278,6.257,28.91,5.0,1016.69,711.683
9.222,26.951,23.33,3.024,1899.2,1329.44
7.061,8.123,39.24,4.238,2705.21,1893.647
8.253,21.728,23.68,4.757,895.54,626.8779999999999
7.499,6.595,20.68,5.601,1037.52,726.2639999999999
2.939,21.975,27.31,1.489,4720.14,3304.098
7.433,1.329,25.28,7.183,1025.88,718.116
8.939,12.095,29.66,6.0,2500.92,1750.644
11.915,76.789,39.33,1.098,6764.02,4734.814
7.427,11.426,33.89,2.227,1770.79,1239.5529999999999
13.27,20.811,40.0,1.442,3852.73,2696.911
6.987,3.244,28.9,5.737,957.19,670.033
8.483,3.0,25.48,4.51,1000.0,700.0
7.69,3.895,26.29,6.499,826.98,578.886
3.506,20.0,24.6,0.347,4759.32,3331.5239999999994
7.912,20.304,22.1,2.162,1418.06,992.6419999999999
7.899,6.797,42.83,2.758,1759.6,1231.7199999999998
2.768,20.0,29.77,1.658,3953.69,2767.583
13.401,34.802,20.0,1.726,4286.77,3000.739
7.505,11.878,25.0,3.96,1000.0,700.0
7.719,9.155,38.76,4.202,2184.43,1529.1009999999999
2.819,37.177,32.22,1.213,3002.13,2101.491
11.73,54.982,19.06,1.073,4110.8,2877.56
8.024,21.401,34.93,2.692,2482.35,1737.6449999999998
8.856,9.74,33.13,2.859,2196.78,1537.746
7.212,2.857,24.73,7.199,822.34,575.638
2.167,24.831,34.65,1.889,5612.92,3929.044
6.321,20.802,24.1,3.138,2081.56,1457.0919999999999
6.689,24.665,24.82,4.719,804.13,562.891
7.211,12.902,31.89,3.691,1633.95,1143.7649999999999
2.938,41.228,29.61,1.574,3039.35,2127.5449999999996
6.376,26.731,30.87,3.013,1007.42,705.194
2.36,53.567,33.81,2.378,3541.5,2479.0499999999997
7.584,32.935,20.99,4.497,1145.87,802.1089999999999
12.87,40.384,40.0,2.234,3985.92,2790.144
7.783,3.687,32.83,4.659,2029.36,1420.552
7.806,14.134,26.82,3.574,1079.73,755.8109999999999
7.761,8.93,32.21,3.129,3125.36,2187.752
8.266,5.903,34.65,3.903,1000.0,700.0
6.907,1.366,23.88,5.0,752.65,526.8549999999999
11.016,29.036,26.99,2.346,3000.0,2100.0
8.06,8.886,26.79,2.966,2505.97,1754.1789999999999
7.132,3.037,19.59,7.624,1085.91,760.1370000000001
11.221,37.367,30.76,1.917,7405.55,5183.885
7.37,3.817,26.18,5.873,238.33,166.831
8.185,15.027,36.28,4.304,1075.58,752.906
3.128,35.723,38.99,1.116,4075.96,2853.172
3.447,75.748,30.37,2.119,3000.0,2100.0
8.545,8.861,40.95,3.919,1542.04,1079.4279999999999
2.0,39.345,31.14,2.449,3234.45,2264.115
6.871,18.678,36.0,3.84,500.0,350.0
7.268,33.447,27.42,4.26,500.0,350.0
2.675,55.19,30.56,0.826,7515.86,5261.102
7.0,6.531,32.94,2.204,1000.0,700.0
7.286,0.5,24.79,6.471,810.1,567.0699999999999
12.41,20.0,28.24,2.365,6512.62,4558.834
8.245,14.172,25.99,3.829,3959.57,2771.699
6.918,4.226,23.95,6.131,1281.71,897.197
11.6,39.645,27.24,1.76,3000.0,2100.0
2.789,49.381,38.28,1.518,6464.21,4524.947
7.63,9.508,31.79,5.085,2279.9,1595.93
8.076,18.376,27.56,3.766,500.0,350.0
3.537,36.508,30.22,1.05,4386.02,3070.214
7.549,2.485,24.11,5.0,1125.17,787.619
7.839,3.0,34.74,4.562,1424.24,996.968
3.446,73.282,23.16,0.659,3327.31,2329.1169999999997
11.541,30.354,39.09,0.935,5524.04,3866.8279999999995
13.611,28.996,21.3,2.602,6036.05,4225.235
6.383,25.785,28.52,3.272,1769.0,1238.3
8.729,6.431,32.64,4.965,1000.0,700.0
8.26,3.0,37.49,4.67,1396.62,977.6339999999999
6.519,14.254,29.98,3.309,1864.73,1305.311
3.327,64.908,29.0,2.459,3000.0,2100.0
7.298,23.108,33.71,3.751,1613.75,1129.625
3.587,46.552,25.08,1.203,6656.72,4659.704
7.509,4.945,28.6,5.191,904.69,633.283
8.542,30.62,29.14,1.906,1307.03,914.9209999999999
2.0,70.569,25.34,1.616,3959.35,2771.5449999999996
7.18,11.562,27.49,2.657,1098.4,768.88
8.065,6.123,36.9,4.881,2257.56,1580.292
11.564,38.764,33.38,0.601,4511.39,3157.973
10.011,35.396,28.54,1.17,5146.23,3602.3609999999994
10.658,20.0,24.03,2.478,3269.78,2288.846
8.497,11.528,40.56,3.898,2222.55,1555.785
9.141,34.07,27.53,3.149,1434.91,1004.437
7.709,13.73,27.77,4.083,1732.39,1212.673
7.228,14.197,29.02,5.568,2134.8,1494.3600000000001
7.088,4.7,26.23,7.349,615.33,430.731
7.363,19.679,24.83,4.267,1453.37,1017.3589999999998
10.0,27.736,23.39,0.429,6888.93,4822.251
8.601,7.594,33.43,5.216,2195.9,1537.1299999999999
8.059,3.543,25.81,5.976,530.24,371.168
7.128,14.116,28.9,2.395,1833.22,1283.254
12.815,36.907,31.71,0.128,3822.02,2675.4139999999998
6.84,5.253,31.96,6.166,1026.03,718.2209999999999
3.766,35.837,32.94,0.5,6239.68,4367.776
2.072,37.099,29.46,2.408,4784.0,3348.7999999999997
7.433,9.339,30.44,4.121,2674.42,1872.0939999999998
8.009,12.368,26.38,4.377,1875.25,1312.675
7.113,4.94,40.29,4.577,2317.64,1622.3479999999997
11.273,60.627,20.15,1.526,5513.15,3859.2049999999995
2.971,58.945,27.6,1.139,4744.66,3321.2619999999997
7.902,32.683,24.12,5.136,500.0,350.0
7.369,2.49,32.0,5.712,522.45,365.71500000000003
8.108,8.344,33.51,4.223,1436.08,1005.2559999999999
11.345,44.188,22.19,3.0,5344.36,3741.0519999999997
7.866,19.426,27.39,4.455,1034.81,724.367
3.534,20.0,34.33,0.487,4950.4,3465.2799999999997
6.169,6.0,25.68,3.307,1235.26,864.6819999999999
7.898,1.393,25.78,5.95,339.06,237.34199999999998
7.864,13.1,29.86,5.126,3135.95,2195.1649999999995
7.946,24.456,21.36,3.28,1415.69,990.983
7.287,0.5,23.58,7.339,760.05,532.035
3.757,52.834,30.31,1.221,3000.0,2100.0
8.066,29.423,32.35,3.095,1940.21,1358.147
6.955,3.402,28.49,5.383,836.34,585.438
6.0,28.801,30.33,4.154,500.0,350.0
6.5,0.5,20.74,6.337,799.46,559.622
7.238,0.5,24.82,7.072,687.17,481.01899999999995
6.632,3.031,25.13,5.05,1260.08,882.0559999999999
7.893,17.438,20.76,5.199,1918.44,1342.908
8.095,3.0,40.32,4.685,1629.72,1140.8039999999999
7.387,5.486,37.02,2.0,2547.23,1783.061
7.0,3.0,34.37,4.088,2612.58,1828.8059999999998
7.655,11.964,24.23,3.583,1507.16,1055.012
6.282,47.709,28.15,2.543,1452.68,1016.876
7.433,3.979,28.26,6.394,998.35,698.845
7.42,6.772,34.16,2.128,1000.0,700.0
7.358,8.787,31.54,3.915,2400.18,1680.1259999999997
11.819,65.881,22.85,0.613,6101.64,4271.148
7.492,3.558,23.35,6.538,871.66,610.1619999999999
8.035,21.968,29.78,1.5,1460.18,1022.126
7.321,3.0,45.0,3.139,3246.35,2272.4449999999997
7.907,6.009,31.36,6.0,918.27,642.789
7.662,6.828,36.5,5.661,1681.66,1177.162
7.623,10.996,37.02,3.998,1759.14,1231.398
6.603,24.447,33.61,3.521,1593.79,1115.6529999999998
7.408,19.029,30.77,2.899,1869.92,1308.944
7.505,25.894,30.71,3.727,1313.77,919.6389999999999
4.109,23.083,20.8,0.0,5543.82,3880.6739999999995
7.112,20.789,18.0,3.559,1525.83,1068.081
6.451,16.482,28.54,3.412,2347.54,1643.2779999999998
7.342,7.796,33.86,2.96,2123.36,1486.352
8.4,11.509,28.93,5.305,1765.72,1236.004
8.659,11.324,38.64,3.125,1000.0,700.0
11.991,33.162,23.49,0.86,7054.8,4938.36
10.695,59.92,31.84,1.114,4652.2,3256.5399999999995
6.937,4.195,20.19,7.39,480.86,336.602
7.443,0.5,28.66,5.0,1016.75,711.7249999999999
7.489,6.0,24.95,3.487,1463.54,1024.4779999999998
7.745,10.354,31.3,3.121,1553.07,1087.149
7.731,13.542,35.09,2.913,500.0,350.0
13.286,48.857,30.35,0.288,5590.99,3913.6929999999998
7.4,0.5,21.86,6.684,627.67,439.36899999999997
8.273,4.49,29.0,4.759,1792.56,1254.792
7.551,2.836,22.57,5.544,790.05,553.035
7.932,6.059,30.02,8.116,1500.0,1050.0
7.939,8.037,41.4,2.983,2488.16,1741.7119999999998
12.48,85.536,21.37,2.144,3510.7,2457.49
7.746,12.235,38.87,5.422,1467.56,1027.292
8.786,4.252,30.39,3.076,2146.4,1502.48
7.088,3.104,27.13,5.974,353.82,247.67399999999998
6.957,3.444,27.45,6.024,809.39,566.573
7.685,0.5,23.07,5.0,1038.96,727.2719999999999
7.682,0.5,26.47,5.408,1133.22,793.254
7.297,3.73,24.69,8.034,1354.92,948.444
7.708,27.048,29.5,2.936,1893.97,1325.779
7.925,6.689,32.86,2.0,2142.35,1499.6449999999998
10.155,20.0,24.26,0.907,7280.96,5096.672
7.0,5.324,28.64,5.551,1845.88,1292.116
7.605,20.922,32.12,3.277,2048.94,1434.258
3.396,83.47,28.74,1.149,3437.82,2406.474
2.36,46.935,24.32,0.533,7665.94,5366.157999999999
11.851,32.449,30.14,1.535,4486.97,3140.879
11.986,71.099,30.07,0.136,3172.74,2220.9179999999997
8.015,13.594,30.5,3.555,2860.83,2002.581
13.382,29.404,32.28,1.698,3325.9,2328.13
11.826,55.337,34.46,1.662,4184.02,2928.8140000000003
12.598,93.032,31.17,2.287,5887.7,4121.389999999999
7.617,0.5,28.49,7.22,881.4,616.9799999999999
6.5,5.322,27.61,5.883,1092.14,764.498
12.596,32.752,23.97,1.642,3915.75,2741.0249999999996
2.218,69.131,36.01,0.845,5494.74,3846.3179999999998
7.557,5.343,36.03,4.691,2383.81,1668.667
7.556,6.241,22.26,1.578,1728.59,1210.013
7.515,29.135,29.19,2.77,500.0,350.0
3.06,20.0,10.0,0.812,5831.96,4082.372
7.666,2.807,23.16,6.786,504.23,352.961
6.688,12.711,30.06,3.974,750.4,525.28
7.96,15.13,39.95,2.903,2321.64,1625.148
7.948,21.997,23.03,4.77,2141.02,1498.714
7.712,5.543,26.61,8.458,639.51,447.657
6.614,20.896,30.96,1.876,1842.93,1290.051
3.925,58.633,21.06,1.764,6768.9,4738.23
14.0,25.271,26.4,1.577,3929.56,2750.692
10.442,43.475,33.37,0.83,5141.1,3598.77
7.482,5.651,40.58,4.983,1952.63,1366.841
8.285,6.331,22.08,5.859,898.04,628.6279999999999
6.89,8.267,32.19,2.831,1759.72,1231.8039999999999
8.473,8.245,36.65,2.965,1000.0,700.0
6.678,9.509,30.71,4.492,960.05,672.035
6.841,7.37,27.5,2.662,2169.93,1518.9509999999998
7.68,4.522,28.5,3.078,1141.25,798.875
7.335,11.513,28.63,4.158,1701.9,1191.33
6.958,2.41,24.38,7.369,943.08,660.156
7.725,8.336,29.26,4.027,1903.41,1332.387
7.426,2.481,22.29,6.064,234.21,163.947
7.714,5.366,31.87,4.372,1673.29,1171.3029999999999
8.088,11.144,32.93,3.365,1826.72,1278.704
6.519,2.384,20.22,5.389,794.42,556.0939999999999
7.723,3.521,28.0,6.75,1373.44,961.408
7.96,10.393,20.1,3.732,2337.63,1636.341
3.938,20.0,28.69,1.067,4553.08,3187.156
8.18,4.133,36.46,2.567,1898.62,1329.0339999999999
8.041,3.028,24.54,5.0,622.09,435.463
7.0,16.822,33.97,6.0,1000.0,700.0
7.457,5.785,35.52,3.5,1866.39,1306.473
12.981,38.516,35.65,0.995,4303.4,3012.3799999999997
7.174,2.572,23.26,7.952,1010.3,707.2099999999999
12.961,20.46,28.04,2.635,4348.95,3044.265
8.118,10.747,33.46,4.597,2461.52,1723.0639999999999
7.763,3.704,20.16,6.309,1274.07,891.8489999999999
7.416,4.882,23.55,6.13,995.24,696.668
7.862,15.629,41.17,4.729,3038.13,2126.691
12.26,70.485,22.01,1.486,4037.88,2826.516
7.397,1.647,16.24,6.063,445.01,311.50699999999995
6.772,4.265,22.08,7.861,478.33,334.83099999999996
12.507,74.693,39.44,0.631,6879.59,4815.713
7.819,4.095,40.94,5.267,3152.65,2206.855
7.629,8.572,34.56,3.462,1815.44,1270.808
7.469,9.018,35.04,3.48,2161.35,1512.945
7.406,6.46,27.54,5.218,2458.67,1721.069
7.014,3.355,22.73,7.307,1156.36,809.4519999999999
7.274,10.496,28.52,4.226,888.16,621.712
8.076,20.893,28.73,4.115,2075.04,1452.5279999999998
7.811,9.775,25.0,5.821,2788.53,1951.971
10.0,44.859,29.43,1.333,5645.21,3951.647
7.964,27.711,35.21,3.5,3281.52,2297.064
10.221,29.488,27.07,1.582,5177.5,3624.2499999999995
8.759,36.726,23.73,3.693,500.0,350.0
7.794,21.396,28.12,3.654,1651.59,1156.1129999999998
7.106,7.787,37.98,4.081,1247.64,873.3480000000001
11.916,20.0,13.25,2.099,4279.76,2995.832
8.637,6.0,26.03,3.68,1832.14,1282.498
3.451,20.0,24.15,3.0,5355.08,3748.5559999999996
8.264,39.951,24.45,3.777,1991.92,1394.344
7.117,18.539,21.97,4.687,1348.99,944.2929999999999
7.21,13.991,23.78,3.087,1575.53,1102.8709999999999
6.293,6.0,29.63,4.297,1532.26,1072.5819999999999
8.16,7.843,30.58,4.572,2095.33,1466.7309999999998
8.383,24.02,30.96,5.405,1224.3,857.0099999999999
6.721,1.638,26.86,5.852,723.34,506.33799999999997
8.544,28.609,31.42,3.801,564.95,395.46500000000003
6.152,21.554,33.74,1.811,1397.83,978.4809999999999
3.588,20.0,21.34,1.56,3948.13,2763.691
7.36,5.635,23.79,6.937,750.08,525.056
10.0,27.145,28.74,1.494,6103.48,4272.436
7.298,11.561,31.44,3.275,1349.92,944.944
7.646,4.317,25.55,5.0,1067.44,747.208
11.416,46.047,29.64,0.785,5761.42,4032.9939999999997
7.681,3.111,34.21,4.228,3151.25,2205.875
8.573,11.733,27.35,1.863,1486.94,1040.858
7.63,4.417,17.73,6.233,1421.66,995.162
7.704,10.684,25.03,2.361,1135.62,794.9339999999999
2.258,51.181,20.84,0.962,4858.59,3401.013
2.79,25.021,29.08,1.674,4662.98,3264.0859999999993
7.852,4.792,30.72,5.141,2173.67,1521.569
7.0,10.998,37.44,4.028,2072.62,1450.8339999999998
7.736,11.96,36.72,4.548,2422.27,1695.589
7.31,2.438,25.34,6.604,708.81,496.1669999999999
6.5,0.5,18.55,7.881,1426.48,998.536
6.383,29.425,25.58,4.01,1026.08,718.2559999999999
8.389,4.505,42.28,4.126,1000.0,700.0
7.111,3.0,36.66,2.0,1745.3,1221.7099999999998
7.397,19.092,27.68,4.303,2235.2,1564.6399999999999
4.028,66.563,33.15,1.53,5822.7,4075.8899999999994
6.889,30.462,32.24,3.946,1650.2,1155.1399999999999
7.737,11.955,27.65,3.094,1660.43,1162.301
7.718,3.0,38.45,4.344,2110.63,1477.441
2.671,35.743,25.25,2.336,4095.06,2866.542
3.122,58.207,24.98,1.87,4116.26,2881.382
8.854,16.458,33.61,3.096,1934.62,1354.234
13.057,51.299,33.64,0.958,3626.55,2538.585
8.634,6.923,31.0,4.176,3098.37,2168.859
3.549,55.728,30.84,1.306,6449.19,4514.432999999999
12.991,73.172,24.92,2.182,6262.45,4383.714999999999
7.098,6.246,25.75,3.21,1814.81,1270.367
11.726,20.0,27.33,1.061,3000.0,2100.0
6.904,0.5,22.99,6.355,1321.01,924.7069999999999
8.234,5.313,34.41,3.54,1612.18,1128.526
6.0,16.04,21.31,3.436,1734.03,1213.821
4.489,40.68,33.86,1.752,3985.89,2790.1229999999996
7.214,14.668,29.04,3.219,1000.0,700.0
6.899,4.572,22.14,5.815,746.04,522.228
7.667,6.107,30.84,4.431,1000.0,700.0
7.24,4.415,40.47,2.324,1186.59,830.6129999999999
7.9,8.531,35.8,3.309,2340.01,1638.007
2.847,29.051,29.36,1.351,3000.0,2100.0
7.495,8.421,41.08,6.0,2937.57,2056.299
7.722,12.343,28.81,5.07,1295.32,906.7239999999999
6.223,24.144,30.37,4.621,1550.06,1085.042
7.391,1.594,26.38,6.306,1442.79,1009.9529999999999
7.205,0.755,26.18,7.122,1165.57,815.8989999999999
8.167,17.333,32.34,3.479,2091.43,1464.0009999999997
12.566,50.377,26.31,0.336,4660.01,3262.007
7.21,20.027,23.04,3.573,1182.17,827.519
10.944,35.645,19.04,2.233,4036.81,2825.767
4.198,45.402,32.78,0.045,8539.42,5977.594
7.327,2.891,21.72,8.099,1010.24,707.168
7.567,9.885,34.84,2.108,1000.0,700.0
7.598,15.414,29.29,4.135,1893.45,1325.415
10.652,36.906,29.36,3.0,3748.49,2623.9429999999998
7.57,7.894,35.45,3.657,2858.74,2001.1179999999997
4.142,29.804,29.36,1.783,5501.56,3851.092
7.115,0.5,26.68,6.78,1044.56,731.1919999999999
12.285,28.089,29.75,1.277,4127.63,2889.341
7.636,18.552,23.21,3.898,1013.43,709.401
8.344,15.046,26.99,2.967,2190.68,1533.4759999999999
2.567,58.173,37.52,1.449,7397.17,5178.018999999999
7.414,3.0,37.08,5.767,1715.47,1200.829
8.555,3.814,28.84,4.18,1938.12,1356.6839999999997
12.572,72.813,29.4,1.672,5556.81,3889.767
3.454,20.0,32.13,0.33,4457.42,3120.194
7.099,1.101,30.48,5.0,756.15,529.305
8.579,6.442,29.28,3.527,1279.76,895.832
8.137,2.909,20.93,5.859,478.44,334.90799999999996
7.14,6.0,28.71,3.065,2182.31,1527.617
3.241,59.041,34.37,2.152,5983.33,4188.331
2.607,72.547,31.44,2.912,3031.27,2121.8889999999997
8.468,25.791,22.25,3.316,2328.48,1629.936
6.61,0.5,25.51,6.486,862.36,603.6519999999999
6.0,6.492,29.25,3.414,2722.4,1905.6799999999998
7.604,2.901,26.77,6.827,269.99,188.993
12.848,40.972,31.6,1.056,3000.0,2100.0
8.954,6.0,24.3,4.221,2174.18,1521.9259999999997
7.54,8.249,29.9,3.723,2001.55,1401.0849999999998
12.355,70.904,23.82,0.0,6994.3,4896.01
4.141,57.738,31.62,3.0,4251.2,2975.8399999999997
7.569,3.0,32.94,2.346,1754.83,1228.3809999999999
7.5,5.751,31.51,5.57,444.2,310.94
6.908,4.268,22.4,5.714,1075.06,752.5419999999999
7.454,1.965,23.05,7.465,1329.41,930.587
2.609,66.243,25.02,1.696,4731.94,3312.3579999999997
7.412,6.155,21.49,7.64,763.16,534.212
8.017,4.032,34.67,4.517,2880.48,2016.3359999999998
8.331,13.691,32.54,2.693,2145.17,1501.619
12.548,50.866,24.08,2.028,6604.17,4622.919
7.615,31.136,28.23,3.72,2071.13,1449.791
7.319,11.999,41.24,3.552,2285.42,1599.7939999999999
13.42,36.469,31.03,0.791,4537.68,3176.376
7.058,1.492,25.06,5.0,1259.17,881.419
8.046,0.5,20.74,5.526,572.42,400.69399999999996
7.327,2.655,26.64,5.67,1288.76,902.132
7.869,10.331,45.0,5.482,1897.9,1328.53
11.095,50.434,29.2,1.152,5807.76,4065.432
7.425,7.177,27.42,7.184,646.1,452.27
12.079,20.0,27.68,1.091,3700.33,2590.2309999999998
7.469,16.827,22.52,1.5,865.24,605.668
3.262,61.603,22.92,1.719,4325.52,3027.864
7.402,1.023,20.46,7.624,664.87,465.409
8.378,10.735,31.23,2.426,1331.54,932.0779999999999
6.941,3.396,25.07,7.693,942.38,659.6659999999999
6.709,4.087,24.7,5.784,970.21,679.1469999999999
6.928,17.57,30.8,3.805,732.84,512.9879999999999
7.891,9.453,25.59,1.5,1795.01,1256.5069999999998
7.968,23.315,32.23,3.685,1259.06,881.3419999999999
7.044,6.971,36.98,4.307,1312.08,918.4559999999999
7.308,8.254,25.77,5.08,2596.69,1817.683
8.008,5.06,28.97,4.473,1235.29,864.703
8.008,9.652,34.91,2.936,2782.26,1947.582
8.301,18.752,21.29,4.28,2522.87,1766.0089999999998
7.0,3.948,34.44,2.0,1848.97,1294.279
7.889,11.968,24.89,2.949,1304.69,913.283
6.657,6.542,31.04,5.0,645.71,451.997
6.949,6.237,32.05,3.561,3092.49,2164.7429999999995
12.474,43.961,29.88,1.44,7092.65,4964.855
8.002,4.305,23.9,6.918,1123.5,786.4499999999999
7.766,9.977,38.29,4.901,1000.0,700.0
7.352,2.242,20.01,6.486,975.44,682.808
3.806,56.511,33.02,1.511,5547.75,3883.4249999999997
7.023,5.147,26.41,7.487,645.47,451.829
7.06,3.076,25.98,7.179,772.73,540.911
7.088,3.798,23.84,7.145,659.99,461.993
7.694,24.399,20.16,4.16,1800.19,1260.133
6.0,22.991,28.31,3.478,766.91,536.837
7.327,3.987,23.54,6.501,1038.96,727.2719999999999
10.602,37.212,24.75,2.038,4479.88,3135.9159999999997
11.054,35.497,36.17,1.768,3922.27,2745.589
12.929,49.541,24.48,1.94,5938.9,4157.23
3.331,20.0,31.18,2.27,5049.3,3534.5099999999998
7.782,10.079,27.06,4.03,1712.63,1198.841
7.214,10.215,27.8,4.53,1133.33,793.3309999999999
7.971,26.965,27.24,5.987,2021.21,1414.847
8.278,3.0,29.51,5.58,1657.59,1160.3129999999999
2.153,53.337,26.19,0.004,5186.56,3630.592
11.939,48.804,28.52,1.336,5161.29,3612.903
7.352,5.764,30.56,6.277,841.06,588.742
13.921,53.137,38.11,2.677,3779.28,2645.496
7.15,21.511,28.37,4.645,914.2,639.9399999999999
2.228,20.0,25.27,3.0,5809.93,4066.951
8.345,8.552,31.65,4.923,1257.21,880.047
12.457,20.0,25.36,0.638,5570.78,3899.5459999999994
2.933,39.099,30.21,1.163,5367.35,3757.145
7.265,19.101,29.5,4.23,1646.53,1152.571
6.194,14.194,25.88,3.425,500.0,350.0
12.762,20.0,21.42,1.076,3000.0,2100.0
7.661,27.135,27.99,2.919,2768.65,1938.0549999999998
6.993,5.799,28.24,6.372,627.1,438.96999999999997
7.029,4.14,25.18,6.187,817.8,572.4599999999999
13.288,48.699,33.97,2.034,5630.46,3941.3219999999997
8.203,6.0,30.79,2.772,1627.07,1138.9489999999998
8.594,6.992,35.3,4.492,1459.87,1021.9089999999999
3.538,52.953,21.3,0.743,3164.38,2215.066
8.008,5.399,35.36,3.332,1072.97,751.079
8.411,9.251,35.59,3.613,2625.7,1837.9899999999998
11.344,23.36,28.33,1.058,3451.2,2415.8399999999997
7.55,5.888,22.8,5.207,1185.44,829.808
3.516,34.331,40.0,1.098,5580.72,3906.504
7.339,0.86,27.38,5.838,816.34,571.438
8.044,11.019,28.31,2.964,500.0,350.0
7.397,3.147,26.62,6.924,1064.66,745.2620000000001
7.875,4.019,29.02,2.663,2079.82,1455.874
6.974,2.921,28.22,6.5,1074.61,752.2269999999999
6.929,6.693,21.58,5.926,1088.86,762.2019999999999
8.417,20.135,23.18,2.905,2191.64,1534.148
8.625,3.476,35.76,5.711,1750.18,1225.126
7.513,7.95,34.46,4.439,3063.42,2144.394
7.478,5.088,25.26,7.092,560.82,392.574
8.06,3.0,34.12,5.196,1735.21,1214.647
7.924,7.347,30.76,2.702,2197.33,1538.1309999999999
7.625,2.808,25.1,5.56,590.24,413.168
7.248,6.693,23.41,6.69,321.7,225.18999999999997
8.775,9.564,31.48,3.747,2022.71,1415.897
