pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,EC25_uS_cm,TDS_mg_L,reuse_label
7.655,11.964,24.23,3.583,1507.16,1530.7332927076986,1071.513304895389,cooling
6.282,47.709,28.15,2.543,1452.68,1366.5851364063972,956.609595484478,cooling
7.433,3.979,28.26,6.394,998.35,937.2418325197146,656.0692827638002,irrigation
7.42,6.772,34.16,2.128,1000.0,845.1656524678837,591.6159567275186,cooling
7.358,8.787,31.54,3.915,2400.18,2122.550406791652,1485.7852847541562,cooling
11.819,65.881,22.85,0.613,6101.64,6375.7993730407525,4463.059561128526,not_usable
7.492,3.558,23.35,6.538,871.66,901.406411582213,630.984488107549,irrigation
8.035,21.968,29.78,1.5,1460.18,1332.7674333698428,932.93720335889,not_usable
7.321,3.0,45.0,3.139,3246.35,2318.8214285714284,1623.1749999999995,cooling
7.907,6.009,31.36,6.0,918.27,814.6469127040455,570.2528388928317,irrigation
7.662,6.828,36.5,5.661,1681.66,1367.2032520325204,957.0422764227642,irrigation
7.623,10.996,37.02,3.998,1759.14,1418.2038052241212,992.7426636568848,cooling
6.603,24.447,33.61,3.521,1593.79,1359.6570551100494,951.7599385770344,cooling
7.408,19.029,30.77,2.899,1869.92,1676.456876456877,1173.5198135198136,cooling
7.505,25.894,30.71,3.727,1313.77,1179.1150601328306,825.3805420929814,cooling
4.109,23.083,20.8,0.0,5543.82,6052.205240174672,4236.54366812227,not_usable
7.112,20.789,18.0,3.559,1525.83,1774.220930232558,1241.9546511627905,cooling
6.451,16.482,28.54,3.412,2347.54,2192.3234964512512,1534.6264475158755,cooling
7.342,7.796,33.86,2.96,2123.36,1803.7376826367652,1262.6163778457358,cooling
8.4,11.509,28.93,5.305,1765.72,1637.048025217875,1145.9336176525123,cooling
8.659,11.324,38.64,3.125,1000.0,785.669390320553,549.9685732243871,cooling
11.991,33.162,23.49,0.86,7054.8,7274.489585481543,5092.14270983708,not_usable
10.695,59.92,31.84,1.114,4652.2,4092.364532019704,2864.655172413793,not_usable
6.937,4.195,20.19,7.39,480.86,532.042487275946,372.4297410931621,irrigation
7.443,0.5,28.66,5.0,1016.75,947.4002981736862,663.1802087215804,irrigation
7.489,6.0,24.95,3.487,1463.54,1465.005005005005,1025.5035035035037,cooling
7.745,10.354,31.3,3.121,1553.07,1379.2806394316162,965.4964476021312,cooling
7.731,13.542,35.09,2.913,500.0,416.0426027625229,291.229821933766,cooling
13.286,48.857,30.35,0.288,5590.99,5050.578139114725,3535.404697380307,not_usable
7.4,0.5,21.86,6.684,627.67,669.7289799402474,468.8102859581732,potable_high_quality_reuse
8.273,4.49,29.0,4.759,1792.56,1659.7777777777776,1161.8444444444442,irrigation
7.551,2.836,22.57,5.544,790.05,830.4078200546562,581.2854740382593,irrigation
7.932,6.059,30.02,8.116,1500.0,1363.1406761177752,954.1984732824426,irrigation
7.939,8.037,41.4,2.983,2488.16,1873.6144578313251,1311.5301204819275,cooling
12.48,85.536,21.37,2.144,3510.7,3785.529437136079,2649.870605995255,not_usable
7.746,12.235,38.87,5.422,1467.56,1148.864881791138,804.2054172537966,cooling
8.786,4.252,30.39,3.076,2146.4,1937.5338508756088,1356.2736956129263,cooling
7.088,3.104,27.13,5.974,353.82,339.36313063495106,237.5541914444657,irrigation
6.957,3.444,27.45,6.024,809.39,771.582459485224,540.1077216396568,irrigation
7.685,0.5,23.07,5.0,1038.96,1080.6740170584565,756.4718119409195,irrigation
7.682,0.5,26.47,5.408,1133.22,1100.854866912765,770.5984068389354,irrigation
7.297,3.73,24.69,8.034,1354.92,1363.3729120547391,954.3610384383176,irrigation
7.708,27.048,29.5,2.936,1893.97,1737.5871559633026,1216.3110091743115,cooling
7.925,6.689,32.86,2.0,2142.35,1851.322156930522,1295.9255098513652,not_usable
10.155,20.0,24.26,0.907,7280.96,7390.336987413722,5173.235891189605,not_usable
7.0,5.324,28.64,5.551,1845.88,1720.6189410887398,1204.4332587621177,irrigation
7.605,20.922,32.12,3.277,2048.94,1793.5399159663868,1255.4779411764707,cooling
3.396,83.47,28.74,1.149,3437.82,3198.567175288426,2238.997022701898,not_usable
2.36,46.935,24.32,0.533,7665.94,7771.634225466341,5440.143957826439,not_usable
11.851,32.449,30.14,1.535,4486.97,4068.706927820095,2848.094849474066,not_usable
11.986,71.099,30.07,0.136,3172.74,2880.642818231342,2016.4499727619395,not_usable
8.015,13.594,30.5,3.555,2860.83,2577.324324324324,1804.1270270270268,cooling
13.382,29.404,32.28,1.698,3325.9,2903.1948324022346,2032.236382681564,not_usable
11.826,55.337,34.46,1.662,4184.02,3518.348469559368,2462.8439286915573,not_usable
12.598,93.032,31.17,2.287,5887.7,5240.964927897454,3668.6754495282175,not_usable
7.617,0.5,28.49,7.22,881.4,823.8923163208077,576.7246214245654,irrigation
6.5,5.322,27.61,5.883,1092.14,1037.9585630108345,726.570994107584,irrigation
12.596,32.752,23.97,1.642,3915.75,3998.1110884214822,2798.6777618950377,not_usable
2.218,69.131,36.01,0.845,5494.74,4503.147025077856,3152.202917554499,not_usable
7.557,5.343,36.03,4.691,2383.81,1952.982139931181,1367.087497951827,irrigation
7.556,6.241,22.26,1.578,1728.59,1828.8087177316968,1280.1661024121877,not_usable
7.515,29.135,29.19,2.77,500.0,461.3397305775973,322.9378114043181,cooling
3.06,20.0,10.0,0.812,5831.96,8331.371428571429,5831.96,not_usable
7.666,2.807,23.16,6.786,504.23,523.4946013289036,366.4462209302325,irrigation
6.688,12.711,30.06,3.974,750.4,681.4384308027606,477.0069015619324,cooling
7.96,15.13,39.95,2.903,2321.64,1787.2517321016169,1251.0762124711316,cooling
7.948,21.997,23.03,4.77,2141.02,2228.836144076619,1560.1853008536332,cooling
7.712,5.543,26.61,8.458,639.51,619.5601627591552,433.69211393140864,irrigation
6.614,20.896,30.96,1.876,1842.93,1646.6493924231595,1152.6545746962115,not_usable
3.925,58.633,21.06,1.764,6768.9,7347.9157620495,5143.54103343465,not_usable
14.0,25.271,26.4,1.577,3929.56,3822.5291828793775,2675.770428015564,not_usable
10.442,43.475,33.37,0.83,5141.1,4403.888984067158,3082.7222888470105,not_usable
7.482,5.651,40.58,4.983,1952.63,1488.738944800244,1042.117261360171,irrigation
8.285,6.331,22.08,5.859,898.04,953.7383177570092,667.6168224299065,irrigation
6.89,8.267,32.19,2.831,1759.72,1538.4857492568633,1076.9400244798042,cooling
8.473,8.245,36.65,2.965,1000.0,811.0300081103001,567.72100567721,cooling
6.678,9.509,30.71,4.492,960.05,861.6496140728773,603.154729851014,irrigation
6.841,7.37,27.5,2.662,2169.93,2066.6,1446.62,cooling
7.68,4.522,28.5,3.078,1141.25,1066.5887850467288,746.6121495327102,cooling
7.335,11.513,28.63,4.158,1701.9,1586.705202312139,1110.6936416184972,cooling
6.958,2.41,24.38,7.369,943.08,954.921020656136,668.4447144592953,irrigation
7.725,8.336,29.26,4.027,1903.41,1753.971618134906,1227.780132694434,irrigation
7.426,2.481,22.29,6.064,234.21,247.63163459505185,173.34214421653627,irrigation
7.714,5.366,31.87,4.372,1673.29,1471.1535080007034,1029.8074556004924,irrigation
8.088,11.144,32.93,3.365,1826.72,1576.661488002762,1103.6630416019332,cooling
6.519,2.384,20.22,5.389,794.42,878.3945157010172,614.876160990712,irrigation
7.723,3.521,28.0,6.75,1373.44,1295.698113207547,906.9886792452828,irrigation
7.96,10.393,20.1,3.732,2337.63,2591.6075388026607,1814.1252771618624,cooling
3.938,20.0,28.69,1.067,4553.08,4240.156453715776,2968.1095176010426,not_usable
8.18,4.133,36.46,2.567,1898.62,1544.5981125935566,1081.2186788154895,cooling
8.041,3.028,24.54,5.0,622.09,627.8663706096085,439.5064594267259,irrigation
7.0,16.822,33.97,6.0,1000.0,847.8887569950822,593.5221298965575,cooling
7.457,5.785,35.52,3.5,1866.39,1541.961335095836,1079.3729345670852,cooling
12.981,38.516,35.65,0.995,4303.4,3547.7328936521017,2483.413025556471,not_usable
7.174,2.572,23.26,7.952,1010.3,1046.726067136345,732.7082469954412,irrigation
12.961,20.46,28.04,2.635,4348.95,4099.68891402715,2869.7822398190046,not_usable
8.118,10.747,33.46,4.597,2461.52,2105.302771125556,1473.711939787889,cooling
7.763,3.704,20.16,6.309,1274.07,1410.6178033658105,987.4324623560672,irrigation
7.416,4.882,23.55,6.13,995.24,1024.963954685891,717.4747682801236,irrigation
7.862,15.629,41.17,4.729,3038.13,2295.7004684902527,1606.990327943177,cooling
12.26,70.485,22.01,1.486,4037.88,4294.703254626676,3006.2922782386727,not_usable
7.397,1.647,16.24,6.063,445.01,539.5368574199806,377.6758001939864,potable_high_quality_reuse
6.772,4.265,22.08,7.861,478.33,507.9970263381478,355.5979184367034,irrigation
12.507,74.693,39.44,0.631,6879.59,5337.981067659839,3736.586747361887,not_usable
7.819,4.095,40.94,5.267,3152.65,2390.5444343342438,1673.38110403397,cooling
7.629,8.572,34.56,3.462,1815.44,1524.0429818670248,1066.8300873069172,cooling
7.469,9.018,35.04,3.48,2161.35,1799.925049966689,1259.947534976682,cooling
7.406,6.46,27.54,5.218,2458.67,2339.807765511991,1637.8654358583935,cooling
7.014,3.355,22.73,7.307,1156.36,1211.3555415880996,847.9488791116697,irrigation
7.274,10.496,28.52,4.226,888.16,829.745889387145,580.8221225710015,cooling
8.076,20.893,28.73,4.115,2075.04,1930.988274706868,1351.691792294807,cooling
7.811,9.775,25.0,5.821,2788.53,2788.53,1951.971,cooling
10.0,44.859,29.43,1.333,5645.21,5185.752342458203,3630.026639720742,not_usable
7.964,27.711,35.21,3.5,3281.52,2725.0622820129547,1907.543597409068,cooling
10.221,29.488,27.07,1.582,5177.5,4971.672748223545,3480.170923756481,not_usable
8.759,36.726,23.73,3.693,500.0,513.0309870716192,359.12169095013337,cooling
7.794,21.396,28.12,3.654,1651.59,1554.5839608433737,1088.2087725903614,cooling
7.106,7.787,37.98,4.081,1247.64,990.5049221975232,693.3534455382662,irrigation
11.916,20.0,13.25,2.099,4279.76,5594.4575163398695,3916.120261437909,not_usable
8.637,6.0,26.03,3.68,1832.14,1795.159709974525,1256.611796982167,cooling
3.451,20.0,24.15,3.0,5355.08,5447.690742624619,3813.383519837233,not_usable
8.264,39.951,24.45,3.777,1991.92,2014.0748230535896,1409.8523761375127,cooling
7.117,18.539,21.97,4.687,1348.99,1436.0123483074303,1005.2086438152012,cooling
7.21,13.991,23.78,3.087,1575.53,1614.9343993439934,1130.4540795407952,cooling
6.293,6.0,29.63,4.297,1532.26,1402.3979498444078,981.6785648910852,irrigation
8.16,7.843,30.58,4.572,2095.33,1884.96761424973,1319.477329974811,irrigation
8.383,24.02,30.96,5.405,1224.3,1093.9063616869191,765.7344531808434,cooling
6.721,1.638,26.86,5.852,723.34,697.3968376397995,488.1777863478597,irrigation
8.544,28.609,31.42,3.801,564.95,500.6646579227224,350.46526054590566,cooling
6.152,21.554,33.74,1.811,1397.83,1189.8450800136193,832.8915560095335,not_usable
3.588,20.0,21.34,1.56,3948.13,4259.958998705222,2981.9712990936555,not_usable
7.36,5.635,23.79,6.937,750.08,768.6821069891372,538.077474892396,irrigation
10.0,27.145,28.74,1.494,6103.48,5678.712318570897,3975.0986229996274,not_usable
7.298,11.561,31.44,3.275,1349.92,1195.8894401133948,837.1226080793763,cooling
7.646,4.317,25.55,5.0,1067.44,1055.8259149357073,739.078140454995,irrigation
11.416,46.047,29.64,0.785,5761.42,5272.163250366032,3690.5142752562224,not_usable
7.681,3.111,34.21,4.228,3151.25,2661.0792095929737,1862.7554467150812,cooling
8.573,11.733,27.35,1.863,1486.94,1420.1910219675265,994.1337153772683,not_usable
7.63,4.417,17.73,6.233,1421.66,1663.53849754271,1164.476948279897,irrigation
7.704,10.684,25.03,2.361,1135.62,1134.9390365780532,794.4573256046372,cooling
2.258,51.181,20.84,0.962,4858.59,5299.509162303665,3709.656413612565,not_usable
2.79,25.021,29.08,1.674,4662.98,4311.1871301775145,3017.83099112426,not_usable
7.852,4.792,30.72,5.141,2173.67,1950.529432878679,1365.3706030150752,irrigation
7.0,10.998,37.44,4.028,2072.62,1659.6893017296604,1161.7825112107623,cooling
7.736,11.96,36.72,4.548,2422.27,1962.305573558004,1373.6139014906028,cooling
7.31,2.438,25.34,6.604,708.81,704.0226460071514,492.8158522050059,irrigation
6.5,0.5,18.55,7.881,1426.48,1637.7497129735937,1146.4247990815154,irrigation
6.383,29.425,25.58,4.01,1026.08,1014.3139580862,710.0197706603399,cooling
8.389,4.505,42.28,4.126,1000.0,743.1629013079666,520.2140309155766,irrigation
7.111,3.0,36.66,2.0,1745.3,1415.2611093091143,990.6827765163802,not_usable
7.397,19.092,27.68,4.303,2235.2,2121.4882308276383,1485.0417615793467,cooling
4.028,66.563,33.15,1.53,5822.7,5006.620808254514,3504.6345657781594,not_usable
6.889,30.462,32.24,3.946,1650.2,1441.4744933612858,1009.0321453529,cooling
7.737,11.955,27.65,3.094,1660.43,1576.8566001899335,1103.7996201329536,cooling
7.718,3.0,38.45,4.344,2110.63,1663.2230102442868,1164.2561071710006,irrigation
2.671,35.743,25.25,2.336,4095.06,4074.68656716418,2852.2805970149257,not_usable
3.122,58.207,24.98,1.87,4116.26,4117.907162865146,2882.535014005602,not_usable
8.854,16.458,33.61,3.096,1934.62,1650.4180174031735,1155.292612182221,cooling
13.057,51.299,33.64,0.958,3626.55,3092.2152114597543,2164.550648021828,not_usable
8.634,6.923,31.0,4.176,3098.37,2766.4017857142853,1936.48125,cooling
3.549,55.728,30.84,1.306,6449.19,5774.704512893983,4042.293159025788,not_usable
12.991,73.172,24.92,2.182,6262.45,6272.485977564102,4390.740184294871,not_usable
7.098,6.246,25.75,3.21,1814.81,1787.9901477832514,1251.5931034482758,cooling
11.726,20.0,27.33,1.061,3000.0,2866.4246130326774,2006.497229122874,not_usable
6.904,0.5,22.99,6.355,1321.01,1376.3388205876224,963.4371744113356,irrigation
8.234,5.313,34.41,3.54,1612.18,1356.825450260899,949.7778151826292,cooling
6.0,16.04,21.31,3.436,1734.03,1872.19822932412,1310.538760526884,cooling
4.489,40.68,33.86,1.752,3985.89,3385.907237512742,2370.13506625892,not_usable
7.214,14.668,29.04,3.219,1000.0,925.240562546262,647.6683937823834,cooling
6.899,4.572,22.14,5.815,746.04,791.302503182011,553.9117522274076,irrigation
7.667,6.107,30.84,4.431,1000.0,895.4154727793696,626.7908309455587,irrigation
7.24,4.415,40.47,2.324,1186.59,906.2089506644264,634.3462654650983,cooling
7.9,8.531,35.8,3.309,2340.01,1924.3503289473688,1347.045230263158,cooling
2.847,29.051,29.36,1.351,3000.0,2759.381898454746,1931.567328918322,not_usable
7.495,8.421,41.08,6.0,2937.57,2222.7375907990318,1555.916313559322,cooling
7.722,12.343,28.81,5.07,1295.32,1203.6052778293997,842.5236944805797,cooling
6.223,24.144,30.37,4.621,1550.06,1399.729095177894,979.8103666245258,cooling
7.391,1.594,26.38,6.306,1442.79,1404.0385363954845,982.826975476839,irrigation
7.205,0.755,26.18,7.122,1165.57,1138.6967565455254,797.0877295818677,irrigation
8.167,17.333,32.34,3.479,2091.43,1823.709452389257,1276.5966166724795,cooling
12.566,50.377,26.31,0.336,4660.01,4541.034885987137,3178.724420190996,not_usable
7.21,20.027,23.04,3.573,1182.17,1230.401748542881,861.2812239800166,cooling
10.944,35.645,19.04,2.233,4036.81,4583.1176203451405,3208.1823342415983,not_usable
4.198,45.402,32.78,0.045,8539.42,7389.598476981655,5172.718933887159,not_usable
7.327,2.891,21.72,8.099,1010.24,1081.164383561644,756.8150684931508,irrigation
7.567,9.885,34.84,2.108,1000.0,835.5614973262032,584.8930481283421,cooling
7.598,15.414,29.29,4.135,1893.45,1743.8294345183278,1220.6806041628297,cooling
10.652,36.906,29.36,3.0,3748.49,3447.838484179544,2413.4869389256805,not_usable
7.57,7.894,35.45,3.657,2858.74,2364.549214226633,1655.1844499586434,cooling
4.142,29.804,29.36,1.783,5501.56,5060.301692420899,3542.211184694629,not_usable
7.115,0.5,26.68,6.78,1044.56,1010.6037151702784,707.4226006191949,irrigation
12.285,28.089,29.75,1.277,4127.63,3769.5251141552512,2638.667579908676,not_usable
7.636,18.552,23.21,3.898,1013.43,1051.0578718108277,735.7405102675792,cooling
8.344,15.046,26.99,2.967,2190.68,2106.8282361992688,1474.779765339488,cooling
2.567,58.173,37.52,1.449,7397.17,5915.842930262316,4141.090051183621,not_usable
7.414,3.0,37.08,5.767,1715.47,1381.6607603092784,967.1625322164948,irrigation
8.555,3.814,28.84,4.18,1938.12,1799.8885586924218,1259.9219910846953,irrigation
12.572,72.813,29.4,1.672,5556.81,5107.362132352941,3575.153492647059,not_usable
3.454,20.0,32.13,0.33,4457.42,3901.1202520567126,2730.7841764396985,not_usable
7.099,1.101,30.48,5.0,756.15,681.4617880317231,477.02325162220615,irrigation
8.579,6.442,29.28,3.527,1279.76,1178.8504053058216,825.1952837140751,cooling
8.137,2.909,20.93,5.859,478.44,520.8360548661007,364.5852384062704,irrigation
7.14,6.0,28.71,3.065,2182.31,2031.5676782722023,1422.0973747905416,cooling
3.241,59.041,34.37,2.152,5983.33,5039.018022570322,3527.312615799225,not_usable
2.607,72.547,31.44,2.912,3031.27,2685.39156626506,1879.774096385542,not_usable
8.468,25.791,22.25,3.316,2328.48,2464.0,1724.8,cooling
6.61,0.5,25.51,6.486,862.36,853.6527420312809,597.5569194218966,irrigation
6.0,6.492,29.25,3.414,2722.4,2509.1244239631337,1756.3870967741934,cooling
7.604,2.901,26.77,6.827,269.99,260.7591269074754,182.53138883523275,irrigation
12.848,40.972,31.6,1.056,3000.0,2650.1766784452293,1855.1236749116604,not_usable
8.954,6.0,24.3,4.221,2174.18,2205.050709939148,1543.5354969574034,cooling
7.54,8.249,29.9,3.723,2001.55,1822.905282331512,1276.0336976320584,cooling
12.355,70.904,23.82,0.0,6994.3,7163.355182302335,5014.348627611635,not_usable
4.141,57.738,31.62,3.0,4251.2,3754.150476863299,2627.905333804309,not_usable
7.569,3.0,32.94,2.346,1754.83,1514.351052813255,1060.0457369692783,cooling
7.5,5.751,31.51,5.57,444.2,393.02778269332856,275.11944788533,irrigation
6.908,4.268,22.4,5.714,1075.06,1134.029535864979,793.8206751054852,irrigation
7.454,1.965,23.05,7.465,1329.41,1383.3610822060357,968.3527575442248,irrigation
2.609,66.243,25.02,1.696,4731.94,4730.047980807677,3311.0335865653738,not_usable
7.412,6.155,21.49,7.64,763.16,820.7786620778662,574.5450634545064,irrigation
8.017,4.032,34.67,4.517,2880.48,2413.675213675214,1689.5726495726497,cooling
8.331,13.691,32.54,2.693,2145.17,1864.0684741049704,1304.8479318734792,cooling
12.548,50.866,24.08,2.028,6604.17,6727.964547677262,4709.575183374083,not_usable
7.615,31.136,28.23,3.72,2071.13,1945.4536915273345,1361.817584069134,cooling
7.319,11.999,41.24,3.552,2285.42,1725.1056763285026,1207.5739734299518,cooling
13.42,36.469,31.03,0.791,4537.68,4049.3307156880246,2834.531500981617,not_usable
7.058,1.492,25.06,5.0,1259.17,1257.6608070315624,880.3625649220936,irrigation
8.046,0.5,20.74,5.526,572.42,625.7324005247049,438.0126803672934,irrigation
7.327,2.655,26.64,5.67,1288.76,1247.8311386522078,873.4817970565454,irrigation
7.869,10.331,45.0,5.482,1897.9,1355.642857142857,948.95,cooling
11.095,50.434,29.2,1.152,5807.76,5357.712177121771,3750.398523985239,not_usable
7.425,7.177,27.42,7.184,646.1,616.2724151087372,431.390690576116,irrigation
12.079,20.0,27.68,1.091,3700.33,3512.0823842065297,2458.4576689445707,not_usable
7.469,16.827,22.52,1.5,865.24,910.3956228956228,637.2769360269359,not_usable
3.262,61.603,22.92,1.719,4325.52,4513.272120200334,3159.2904841402337,not_usable
7.402,1.023,20.46,7.624,664.87,731.2692476902772,511.888473383194,irrigation
8.378,10.735,31.23,2.426,1331.54,1184.0120931886893,828.8084652320824,cooling
6.941,3.396,25.07,7.693,942.38,941.0625124825244,658.743758737767,irrigation
6.709,4.087,24.7,5.784,970.21,976.066398390342,683.2464788732394,irrigation
6.928,17.57,30.8,3.805,732.84,656.6666666666666,459.6666666666666,cooling
7.891,9.453,25.59,1.5,1795.01,1774.0759043289188,1241.853133030243,not_usable
7.968,23.315,32.23,3.685,1259.06,1100.0,770.0,cooling
7.044,6.971,36.98,4.307,1312.08,1058.4704743465634,740.9293320425943,irrigation
7.308,8.254,25.77,5.08,2596.69,2557.3074650384083,1790.1152255268858,cooling
8.008,5.06,28.97,4.473,1235.29,1144.4228274967577,801.0959792477302,irrigation
8.008,9.652,34.91,2.936,2782.26,2322.033049574362,1625.4231347020532,cooling
8.301,18.752,21.29,4.28,2522.87,2725.0702095484985,1907.5491466839487,cooling
7.0,3.948,34.44,2.0,1848.97,1555.3246971736205,1088.7272880215342,not_usable
7.889,11.968,24.89,2.949,1304.69,1307.5666466225696,915.2966526357986,cooling
6.657,6.542,31.04,5.0,645.71,576.1152748037117,403.2806923625982,irrigation
6.949,6.237,32.05,3.561,3092.49,2710.3330411919364,1897.2331288343555,cooling
12.474,43.961,29.88,1.44,7092.65,6461.962463556852,4523.373724489796,not_usable
8.002,4.305,23.9,6.918,1123.5,1148.7730061349694,804.1411042944785,irrigation
7.766,9.977,38.29,4.901,1000.0,790.0142202559646,553.0099541791751,irrigation
7.352,2.242,20.01,6.486,975.44,1083.5814263497002,758.5069984447902,irrigation
3.806,56.511,33.02,1.511,5547.75,4780.894519131333,3346.626163391933,not_usable
7.023,5.147,26.41,7.487,645.47,627.7669714063412,439.4368799844388,irrigation
7.06,3.076,25.98,7.179,772.73,757.8756375049038,530.5129462534327,irrigation
7.088,3.798,23.84,7.145,659.99,675.6654381654382,472.9658067158067,irrigation
7.694,24.399,20.16,4.16,1800.19,1993.1244464127549,1395.1871124889285,cooling
6.0,22.991,28.31,3.478,766.91,719.292815606828,503.5049709247795,cooling
7.327,3.987,23.54,6.501,1038.96,1070.2101359703338,749.1470951792336,irrigation
10.602,37.212,24.75,2.038,4479.88,4502.391959798995,3151.674371859297,not_usable
11.054,35.497,36.17,1.768,3922.27,3206.040542749714,2244.2283799248,not_usable
12.929,49.541,24.48,1.94,5938.9,6001.31366208569,4200.919563459983,not_usable
3.331,20.0,31.18,2.27,5049.3,4493.859024563903,3145.7013171947315,not_usable
7.782,10.079,27.06,4.03,1712.63,1644.8616980407226,1151.4031886285056,cooling
7.214,10.215,27.8,4.53,1133.33,1073.2291666666663,751.2604166666665,cooling
7.971,26.965,27.24,5.987,2021.21,1934.542496171516,1354.179747320061,cooling
8.278,3.0,29.51,5.58,1657.59,1520.445789763346,1064.3120528343422,irrigation
2.153,53.337,26.19,0.004,5186.56,5065.989451064661,3546.192615745262,not_usable
11.939,48.804,28.52,1.336,5161.29,4821.832959641256,3375.283071748879,not_usable
7.352,5.764,30.56,6.277,841.06,756.8934485241181,529.8254139668826,irrigation
13.921,53.137,38.11,2.677,3779.28,2994.200602123277,2095.940421486294,not_usable
7.15,21.511,28.37,4.645,914.2,856.4736743488851,599.5315720442195,cooling
2.228,20.0,25.27,3.0,5809.93,5778.724885617665,4045.107419932365,not_usable
8.345,8.552,31.65,4.923,1257.21,1109.629302736099,776.7405119152692,irrigation
12.457,20.0,25.36,0.638,5570.78,5530.95710881652,3871.669976171564,not_usable
2.933,39.099,30.21,1.163,5367.35,4860.8494837891685,3402.594638652418,not_usable
7.265,19.101,29.5,4.23,1646.53,1510.577981651376,1057.404587155963,cooling
6.194,14.194,25.88,3.425,500.0,491.3522012578616,343.9465408805031,cooling
12.762,20.0,21.42,1.076,3000.0,3231.365790607497,2261.956053425248,not_usable
7.661,27.135,27.99,2.919,2768.65,2612.4268729949044,1828.698811096433,cooling
6.993,5.799,28.24,6.372,627.1,588.9368895567243,412.255822689707,irrigation
7.029,4.14,25.18,6.187,817.8,814.8664806695894,570.4065364687125,irrigation
13.288,48.699,33.97,2.034,5630.46,4774.00373071053,3341.802611497371,not_usable
8.203,6.0,30.79,2.772,1627.07,1458.2093565155046,1020.7465495608532,cooling
8.594,6.992,35.3,4.492,1459.87,1210.5058043117745,847.3540630182421,irrigation
3.538,52.953,21.3,0.743,3164.38,3417.257019438445,2392.0799136069118,not_usable
8.008,5.399,35.36,3.332,1072.97,888.8088137839628,622.1661696487739,cooling
8.411,9.251,35.59,3.613,2625.7,2166.7766958243933,1516.7436870770753,cooling
11.344,23.36,28.33,1.058,3451.2,3235.7022313894618,2264.991561972623,not_usable
7.55,5.888,22.8,5.207,1185.44,1240.0,868.0,irrigation
3.516,34.331,40.0,1.098,5580.72,4292.861538461539,3005.003076923077,not_usable
7.339,0.86,27.38,5.838,816.34,779.2478045055365,545.4734631538755,irrigation
8.044,11.019,28.31,2.964,500.0,468.95516788595006,328.26861752016504,cooling
7.397,3.147,26.62,6.924,1064.66,1031.2475784579622,721.8733049205734,irrigation
7.875,4.019,29.02,2.663,2079.82,1925.046279155868,1347.5323954091075,cooling
6.974,2.921,28.22,6.5,1074.61,1009.5922585494174,706.7145809845921,irrigation
6.929,6.693,21.58,5.926,1088.86,1168.8063546586518,818.1644482610562,irrigation
8.417,20.135,23.18,2.905,2191.64,2274.429223744292,1592.1004566210042,cooling
8.625,3.476,35.76,5.711,1750.18,1440.2402896642527,1008.1682027649769,irrigation
7.513,7.95,34.46,4.439,3063.42,2576.034308779011,1803.224016145308,cooling
7.478,5.088,25.26,7.092,560.82,557.9188221249502,390.54317548746513,irrigation
8.06,3.0,34.12,5.196,1735.21,1467.5321380243574,1027.27249661705,irrigation
7.924,7.347,30.76,2.702,2197.33,1970.34612625538,1379.242288378766,cooling
7.625,2.808,25.1,5.56,590.24,589.061876247505,412.3433133732535,irrigation
7.248,6.693,23.41,6.69,321.7,332.2660607312539,232.5862425118777,irrigation
8.775,9.564,31.48,3.747,2022.71,1790.6427053824364,1253.4498937677054,cooling
8.329,11.629,22.7,3.323,1206.04,1264.1928721174004,884.9350104821802,cooling
12.057,49.3,23.44,1.2,3770.43,3891.855904211395,2724.2991329479764,not_usable
7.458,0.5,20.26,6.326,539.36,595.84622182943,417.09235528060094,potable_high_quality_reuse
6.808,5.299,22.74,7.329,1019.38,1067.6372015081693,747.3460410557184,irrigation
7.324,4.965,25.36,7.016,839.55,833.5484511517076,583.4839158061952,irrigation
6.635,1.624,24.75,5.2,702.52,706.0502512562814,494.2351758793969,irrigation
7.111,1.938,22.64,7.318,1488.78,1562.5314861460956,1093.7720403022668,irrigation
7.885,12.797,32.09,4.583,1618.52,1417.5162024873005,992.2613417411104,cooling
8.552,18.369,25.28,2.732,887.72,882.7764518695307,617.9435163086714,cooling
7.722,19.825,18.29,5.479,1969.28,2274.5206745206747,1592.1644721644725,cooling
3.311,80.745,26.7,0.252,7019.16,6788.355899419729,4751.84912959381,not_usable
6.814,2.518,24.89,8.304,1411.23,1414.3415514131088,990.039085989176,irrigation
4.03,72.957,29.94,2.424,6485.85,5902.66654532217,4131.866581725519,not_usable
7.626,11.057,29.73,4.053,2559.23,2338.050429380596,1636.6353005664168,cooling
3.431,53.142,26.88,0.0,4838.02,4662.702390131072,3263.8916730917504,not_usable
7.414,24.565,25.62,3.614,1818.28,1796.009482418017,1257.2066376926116,cooling
8.552,18.223,27.5,3.404,811.8,773.1428571428571,541.1999999999999,cooling
8.348,7.265,32.99,3.49,1609.2,1387.480600103466,971.2364200724262,cooling
8.115,3.0,42.01,4.139,1911.75,1426.4661990747652,998.5263393523356,irrigation
6.802,3.165,21.11,7.923,859.65,932.1730644111906,652.5211450878334,irrigation
7.625,26.631,26.33,2.118,1286.39,1253.05864017144,877.1410481200079,cooling
7.212,3.448,23.05,5.716,1389.56,1445.952133194589,1012.1664932362122,irrigation
7.192,18.205,35.77,3.509,1641.51,1350.5923975645878,945.4146782952114,cooling
